clips	text	text_process	pictos	tokens
cefc-fleuron-V_Rint_exo_06_P6-79	puis après vous avez votre nombre de points e c t s pour bien valider hein le nombre de points e c t s et puis ensuite avoir votre diplôme hein sans perturber euh le cursus	puis après vous avez votre nombre de points e c t s pour bien valider hein le nombre de points e c t s et puis ensuite avoir votre diplôme hein sans perturber euh le cursus	[32749, 7304, 32761, 12285, 24731, 7074, 3218, 7194, 5397, 28291, 8476, 24731, 7074, 3218, 32749, 32761, 12285, 27724, 7813, 24832, 8476, 32178]	après vous avoir votre combien de point pour heureusement badger le combien de point après avoir votre diplôme sans chahuter le cursus
cefc-fleuron-V_Rint_exo_06_P6-49	elle est coordinatrice erasmus professeur	elle est coordinatrice erasmus professeur	[7028, 36480, 33970, 12333, 2457]	elle être coordonner association_à_but_non_lucratif maître
cefc-fleuron-V_Rint_exo_06_P6-30	mais vous savez un petit peu	mais vous savez un petit peu	[11377, 7304, 16885, 5546]	alors_que vous savoir peu
cefc-fleuron-V_Rint_exo_06_P6-14	mais euh c'est pas beaucoup ok	mais euh c'est pas beaucoup ok	[11377, 7095, 36480, 5546, 31410]	alors_que celui-là être peu d'accord
cefc-fleuron-V_Rint_exo_06_P6-94	mais normalement c'est quatre ans et puis le le cinquième an c'est pour ici	mais normalement c'est quatre ans et puis le le cinquième an c'est pour ici	[11377, 7095, 36480, 2630, 6903, 8476, 2631, 6903, 7095, 36480, 7194, 5382]	alors_que celui-là être quatre année le cinquième année celui-là être pour ici
cefc-fleuron-V_Rint_exo_06_P6-68	parce que c'est important c'est le document officiel	parce que c'est important c'est le document officiel	[11348, 7095, 36480, 22627, 7095, 36480, 8476, 21802]	parce_que celui-là être admirer celui-là être le document
cefc-fleuron-V_Rint_exo_06_P6-58	alors euh il faudrait en discuter avec un professeur d'allemand	alors euh il faudrait en discuter avec un professeur d'allemand	[15523, 11709, 6517, 7064, 2627, 2457, 7074, 37740]	devoir au parler avec un maître de allemand
cefc-fleuron-V_Rint_exo_06_P6-20	oui mais j'ai reçu un email qui a dit que le learning agreement n'était pas prêt	oui mais j'ai reçu un email qui a dit que le learning agreement n'était pas prêt	[5584, 11377, 9839, 6632, 17044, 2627, 32540, 11351, 9693, 11351, 8476, 37779, 36480, 5526, 37794]	oui alors_que passé me accepter un courriel que dire que le quelqu'un être non prêt
cefc-fleuron-V_Rint_exo_06_P6-11	pas du tout	pas du tout	[5526]	non
cefc-fleuron-V_Rint_exo_06_P6-16	mais je sais pas si c'est possible combien de cours	mais je sais pas si c'est possible combien de cours	[11377, 5526, 28359, 7095, 36480, 37861, 24731, 7074, 23404]	alors_que non si celui-là être décider combien de cours
cefc-fleuron-V_Rint_exo_06_P6-26	donc là euh c'est vrai que bah	donc là euh c'est vrai que bah	[5375, 7095, 36480, 5584, 11351]	là celui-là être oui que
cefc-fleuron-V_Rint_exo_06_P6-101	c'est vrai que l'étudiant hein français passe ses examens	c'est vrai que l'étudiant hein français passe ses examens	[7095, 36480, 5584, 11351, 8476, 32666, 36367, 31999, 12276, 38462]	celui-là être oui que le étudiant français passer ses contrôle
cefc-fleuron-V_Rint_exo_06_P6-37	parce que c'est euh	parce que c'est euh	[11348, 7095, 36480]	parce_que celui-là être
cefc-fleuron-V_Eras_01_Exo_P2-5	d'accord alors quel est votre problème	d'accord alors quel est votre problème	[31410, 22624, 36480, 12285, 5556]	d'accord quelle être votre problème
cefc-fleuron-V_Eras_01_Exo_P2-182	si ça vous convient	si ça vous convient	[28359, 6906, 7304, 16717]	si celle-là vous inviter
cefc-fleuron-V_Eras_01_Exo_P2-332_1	ah une page d'erreur	ah une page d'erreur	[8474, 20115, 7074, 15483]	une page de bêtise
cefc-fleuron-V_Eras_01_Exo_P2-44	oui avec l'anglais et un peu d'italien	oui avec l'anglais et un peu d'italien	[5584, 7064, 8476, 32705, 11399, 29105, 7074, 28971]	oui avec le anglais et seconde de italien
cefc-fleuron-V_Eras_01_Exo_P2-360	attendez je vais demander de l'aide parce que là euh ça m'étonnerait que est ce que tu sais comment on retrouve des des la présentation de l'emploi du temps machin	attendez je vais demander de l'aide parce que là euh ça m'étonnerait que est ce que tu sais comment on retrouve des des la présentation de l'emploi du temps machin	[28677, 9829, 6632, 9840, 7074, 8476, 19522, 11348, 5375, 6906, 6632, 35529, 11351, 36480, 7095, 11351, 6625, 16885, 22619, 31672, 24773, 5374, 8476, 9870, 7074, 8476, 34870, 36935, 3417]	attendre prochain me demander de le aide parce_que là celle-là me choquer que être celui-là que toi savoir comment nous retrouver plusieurs le présentation de le planning haut_du_corps !
cefc-fleuron-V_Eras_01_Exo_P2-382	attends voir dans pédagogie	attends voir dans pédagogie	[28677, 6564, 7034, 3417]	attendre voir dans !
cefc-fleuron-V_Eras_01_Exo_P2-278	hum mais l'oral est beaucoup points	hum mais l'oral est beaucoup points	[11377, 8476, 6517, 36480, 5521, 3218]	alors_que le parler être beaucoup point
cefc-fleuron-V_Eras_01_Exo_P2-24	hum hum			
cefc-fleuron-V_Eras_01_Exo_P2-274	mh mh oui c'est la même	mh mh oui c'est la même	[5584, 7095, 36480, 8476, 4667]	oui celui-là être le même
cefc-fleuron-V_Eras_01_Exo_P2-104	on appelle ça de la version	on appelle ça de la version	[31672, 6552, 6906, 7074, 8476, 30913]	nous crier celle-là de le messe
cefc-fleuron-V_Eras_01_Exo_P2-222	alors les formations ça doit être ça	alors les formations ça doit être ça	[8477, 8098, 6906, 15523, 36480, 6906]	les stage celle-là devoir être celle-là
cefc-fleuron-V_Eras_01_Exo_P2-70	on m'a donné le nom de d'une professeur	on m'a donné le nom de d'une professeur	[9839, 31672, 6632, 17040, 8476, 38570, 7074, 8474, 2457]	passé nous me donner le nom de une maître
cefc-fleuron-V_Eras_01_Exo_P2-420	il faut regarder s fascicule en ligne	il faut regarder s fascicule en ligne	[15523, 6564, 11709, 4684]	devoir voir au ligne_droite
cefc-fleuron-V_Eras_01_Exo_P2-139	et pour vous le thème quand vous avez un texte en espagnol vous allez le traduire en français	et pour vous le thème quand vous avez un texte en espagnol vous allez le traduire en français	[11399, 7194, 7304, 8476, 34796, 32874, 7304, 32761, 2627, 37340, 11709, 11534, 7304, 8142, 8476, 37085, 11709, 36367]	et pour vous le matière_scolaire quand vous avoir un texte au espagnol vous aller le traduire au français
cefc-fleuron-V_Eras_01_Exo_P2-244	que vous avez vu de la même qui font partie de la même unité en anglais	que vous avez vu de la même qui font partie de la même unité en anglais	[11351, 9839, 7304, 6564, 8476, 32392, 11351, 6190, 27093, 8476, 32392, 24619, 11709, 32705]	que passé vous voir le pareil que faire pièce le pareil interprète au anglais
cefc-fleuron-V_Eras_01_Exo_P2-458	demain je vais regarder à quelle heure	demain je vais regarder à quelle heure	[38278, 9829, 6632, 6564, 7041, 22624, 7129]	lendemain prochain me voir à quelle heure
cefc-fleuron-V_Eras_01_Exo_P2-93	mais je ne pense pas que ça soit le plus intéressant pour vous si vous voulez travailler la traduction	mais je ne pense pas que ça soit le plus intéressant pour vous si vous voulez travailler la traduction	[11377, 6632, 38796, 5526, 11351, 6906, 36480, 8476, 5508, 37709, 7194, 7304, 28359, 7304, 5441, 6624, 8476, 28091]	alors_que me penser non que celle-là être le plus_ intéresser pour vous si vous vouloir travailler le sous-titrage
cefc-fleuron-V_Eras_01_Exo_P2-320	grammaire euh langue orale	grammaire euh langue orale	[2944, 6517]	langue parler
cefc-fleuron-V_Eras_01_Exo_P2-61	non pas malaga	non pas malaga	[5526, 24153]	non malaga
cefc-fleuron-V_Eras_01_Exo_P2-309_2	c'est vraiment très complexe	c'est vraiment très complexe	[7095, 36480, 25708, 4629]	celui-là être trop complexe
cefc-fleuron-V_Eras_01_Exo_P2-317	euh l'italien	euh l'italien	[8476, 28971]	le italien
cefc-fleuron-V_Eras_01_Exo_P2-352	mes chemins habituels euh	mes chemins habituels euh	[12266, 5946]	mes voie
cefc-fleuron-V_Eras_01_Exo_P2-290	commerce international marketing management	commerce international marketing management	[6652, 8173, 6652, 16176]	vendre mondial vendre administration
cefc-fleuron-V_Eras_01_Exo_P2-215	plus ufr	plus ufr	[5508, 26316]	plus_ églefin
cefc-fleuron-V_Eras_01_Exo_P2-95	alors dites moi je vous laisse euh	alors dites moi je vous laisse euh	[9693, 6632, 7304, 21793]	dire me vous s'en_aller
cefc-fleuron-V_Eras_01_Exo_P2-54	ok donc vous entrez en quatrième année	ok donc vous entrez en quatrième année	[31410, 7304, 6491, 11709, 34475, 6903]	d'accord vous entrer au quatrième année
cefc-fleuron-V_Eras_01_Exo_P2-415	parce que là je trouve ça effroyable	parce que là je trouve ça effroyable	[11348, 5375, 6632, 24742, 6906]	parce_que là me trouver celle-là
cefc-fleuron-V_Eras_01_Exo_P2-433	hum on on peut	hum on on peut	[31672, 35949]	nous pouvoir
cefc-fleuron-V_Eras_01_Exo_P2-65	eh oui hum	eh oui hum	[5584]	oui
cefc-fleuron-V_Eras_01_Exo_P2-343	vous trouvez mais euh je trouve	vous trouvez mais euh je trouve	[7304, 24742, 11377, 6632, 24742]	vous trouver alors_que me trouver
cefc-fleuron-V_Eras_01_Exo_P2-307	c'est pas là hein	c'est pas là hein	[7095, 36480, 5526, 5375]	celui-là être non là
cefc-fleuron-V_Eras_01_Exo_P2-427	oui oui mais c'est la fonction euh anglais	oui oui mais c'est la fonction euh anglais	[5584, 11377, 7095, 36480, 8476, 32705]	oui alors_que celui-là être le anglais
cefc-fleuron-V_Eras_01_Exo_P2-22	vous avez des papiers sur le cours	vous avez des papiers sur le cours	[7304, 32761, 5374, 16169, 5451, 8476, 23404]	vous avoir plusieurs documents_personnels sur le cours
cefc-fleuron-V_Eras_01_Exo_P2-77	vous m'attendez deux minutes parce que d'habitude j'ai mon ordinateur portable	vous m'attendez deux minutes parce que d'habitude j'ai mon ordinateur portable	[7304, 6632, 28677, 2628, 37374, 11348, 7074, 6632, 32761, 12264, 7214]	vous me attendre deux minute parce_que de me avoir mon ordinateur_portable
cefc-fleuron-V_Eras_01_Exo_P2-387_2	un moment	un moment	[2627, 22633]	un instant
cefc-fleuron-V_Eras_01_Exo_P2-238	pour la grammaire euh	pour la grammaire euh	[7194, 8476]	pour le
cefc-fleuron-V_Eras_01_Exo_P2-116	quand quand vous partez de votre langue pour le mettre dans une langue étrangère	quand quand vous partez de votre langue pour le mettre dans une langue étrangère	[32874, 7304, 2432, 7074, 12285, 2944, 7194, 8476, 6989, 7034, 8474, 2944, 9853]	quand vous partir de votre langue pour le mettre dans une langue méconnu
cefc-fleuron-V_Eras_01_Exo_P2-461	vous vous aider quoi mais je suis vraiment désolée	vous vous aider quoi mais je suis vraiment désolée	[7304, 4570, 22620, 11377, 6632, 11625]	vous aider quoi alors_que me être_désolé
cefc-fleuron-V_Eras_01_Exo_P2-14	-tation ou interpretariat	-tation ou interpretariat	[37162, 11317, 26242]	encore_une_fois ou musique_d'orgue
cefc-fleuron-V_Eras_01_Exo_P2-236	on va essayer de regarder pour l'anglais qu'est ce que vous avez trouvé comme enseignements pour l'anglais	on va essayer de regarder pour l'anglais qu'est ce que vous avez trouvé comme enseignements pour l'anglais	[9829, 9839, 31672, 26144, 7074, 6564, 7194, 8476, 32705, 11351, 36480, 7095, 11351, 7304, 24742, 12313, 38021, 7194, 8476, 32705]	prochain passé nous essayer de voir pour le anglais que être celui-là que vous trouver comme formation_civique pour le anglais
cefc-fleuron-V_Eras_01_Exo_P2-293_2	ça c'est très intéressant	ça c'est très intéressant	[6906, 7095, 36480, 25708, 37709]	celle-là celui-là être trop intéresser
cefc-fleuron-V_Eras_01_Exo_P2-316	comme comme document	comme comme document	[12313, 21802]	comme document
cefc-fleuron-V_Eras_01_Exo_P2-418	alors donc oui il a bien fallu qu'on s'y mette à trois pour trouver hein	alors donc oui il a bien fallu qu'on s'y mette à trois pour trouver hein	[5584, 6480, 15523, 11185, 31672, 6989, 7041, 2629, 7194, 24742]	oui il devoir bien_que nous mettre à trois pour trouver
cefc-fleuron-V_Eras_01_Exo_P2-11	à à l'université de nancy	à à l'université de nancy	[7041, 8476, 2704]	à le ville
cefc-fleuron-V_Eras_01_Exo_P2-200	hum formation	hum formation	[8098]	stage
cefc-fleuron-V_Eras_01_Exo_P2-367	et hum parce que euh	et hum parce que euh	[11399, 11348]	et parce_que
cefc-fleuron-V_Eras_01_Exo_P2-164	et là donc ça veut dire qu'il vous devez prendre l'ensemble de ces cours	et là donc ça veut dire qu'il vous devez prendre l'ensemble de ces cours	[11399, 5375, 6906, 5441, 9693, 11351, 6480, 7304, 15523, 10148, 8476, 27091, 7074, 7092, 23404]	et là celle-là vouloir dire que il vous devoir prendre le ensemble de ces cours
cefc-fleuron-V_Eras_01_Exo_P2-148	il y a plusieurs enseignements dans l'unité	il y a plusieurs enseignements dans l'unité	[9001, 5374, 38021, 7034, 8476, 12333]	il_y_a plusieurs formation_civique dans le association_à_but_non_lucratif
cefc-fleuron-V_Eras_01_Exo_P2-436	ils ne sont pas sur le net	ils ne sont pas sur le net	[7032, 36480, 5526, 5451, 8476, 5492]	ils être non sur le internet
cefc-fleuron-V_Eras_01_Exo_P2-450	bon vous savez ce que je vais faire	bon vous savez ce que je vais faire	[34641, 9829, 7304, 16885, 7095, 11351, 6632, 6190]	exact prochain vous savoir celui-là que me faire
cefc-fleuron-V_Eras_01_Exo_P2-97	donc là vous avez version	donc là vous avez version	[5375, 7304, 32761, 5405]	là vous avoir bouffon
cefc-fleuron-V_Eras_01_Exo_P2-211	il y a un autre filtre	il y a un autre filtre	[9001, 2627, 17054, 38703]	il_y_a un autre tamiser
cefc-fleuron-V_Eras_01_Exo_P2-109	mais pour vous ça va être du thème	mais pour vous ça va être du thème	[11377, 7194, 7304, 9829, 36480, 7074, 2296]	alors_que pour vous prochain être de cafés
cefc-fleuron-V_Eras_01_Exo_P2-119	c'est-à-dire vous devez écrire dans la langue étrangère d'accord	c'est-à-dire vous devez écrire dans la langue étrangère d'accord	[16705, 7304, 15523, 2380, 7034, 8476, 2944, 9853, 31410]	expliquer vous devoir écrire dans le langue méconnu d'accord
cefc-fleuron-V_Eras_01_Exo_P2-410	c'est affolant ça hein	c'est affolant ça hein	[7095, 36480, 6906]	celui-là être celle-là
cefc-fleuron-V_Eras_01_Exo_P2-226	non c'est pas ça langues et philosophie	non c'est pas ça langues et philosophie	[5525, 7095, 36480, 5526, 6906, 2944, 11399, 36365]	non celui-là être non celle-là langue et cours_de_philosophie
cefc-fleuron-V_Eras_01_Exo_P2-430	licences anglais arabe allemand espagnol	licences anglais arabe allemand espagnol	[32705, 6010, 37740, 11534]	anglais arabe allemand espagnol
cefc-fleuron-V_Eras_01_Exo_P2-460	si d'ici là j'arrive à trouver de l'aide pour le lea pour qu'on puisse regarder un peu de quoi	si d'ici là j'arrive à trouver de l'aide pour le lea pour qu'on puisse regarder un peu de quoi	[28359, 7074, 5382, 5375, 6632, 16807, 7041, 24742, 7074, 8476, 19522, 7194, 8476, 32582, 7194, 11351, 31672, 35949, 6564, 29105, 7074, 22620]	si de ici là me arrive à trouver de le aide pour le objets pour que nous pouvoir voir seconde de quoi
cefc-fleuron-V_Eras_01_Exo_P2-112	hum hum d'	hum hum d'	[3088]	d
cefc-fleuron-V_Eras_01_Exo_P2-83	hum hum			
cefc-fleuron-V_Eras_01_Exo_P2-107	on vous demande euh non pour un français quand il a un texte en espagnol et qu'on lui demande de le passer en en français	on vous demande euh non pour un français quand il a un texte en espagnol et qu'on lui demande de le passer en en français	[31672, 7304, 9840, 5525, 7194, 2627, 36367, 32874, 6480, 32761, 2627, 37340, 11709, 11534, 11399, 11351, 31672, 6481, 9840, 7074, 8476, 31999, 11709, 36367]	nous vous demander non pour un français quand il avoir un texte au espagnol et que nous lui demander de le passer au français
cefc-fleuron-V_Eras_01_Exo_P2-403_2	je suis vraiment désolée hein mademoiselle	je suis vraiment désolée hein mademoiselle	[6632, 11625, 4745]	me être_désolé madame
cefc-fleuron-V_Eras_01_Exo_P2-328	alors ce que vous aviez vu en anglais c'était en troisième année c'est ça	alors ce que vous aviez vu en anglais c'était en troisième année c'est ça	[7095, 11377, 9839, 7304, 6564, 11709, 32705, 7095, 36480, 11709, 34447, 6903, 7095, 36480, 6906]	celui-là alors_que passé vous voir au anglais celui-là être au troisième année celui-là être celle-là
cefc-fleuron-V_Eras_01_Exo_P2-52	troisième année vous avez eu votre licence	troisième année vous avez eu votre licence	[34447, 6903, 9839, 7304, 32761, 12285]	troisième année passé vous avoir votre
cefc-fleuron-V_Eras_01_Exo_P2-259	alors on va essayer de voir sur la maquette	alors on va essayer de voir sur la maquette	[9829, 31672, 26144, 7074, 6564, 5451, 8476, 26881]	prochain nous essayer de voir sur le architecture
cefc-fleuron-V_Eras_01_Exo_P2-233_2	donc les unités d'enseignement ont des nombres de crédits variables	donc les unités d'enseignement ont des nombres de crédits variables	[8477, 31336, 7074, 38021, 32761, 5374, 34771, 7074]	les base_10 de formation_civique avoir plusieurs chiffres de
cefc-fleuron-V_Eras_01_Exo_P2-208	oui mais avant il y a une euh il y a	oui mais avant il y a une euh il y a	[5584, 11377, 32745, 9001, 8474, 9001]	oui alors_que avant il_y_a une il_y_a
cefc-fleuron-V_Eras_01_Exo_P2-118	c'est euh c'est du thème	c'est euh c'est du thème	[7095, 36480, 7095, 36480, 7074, 34796]	celui-là être celui-là être de matière_scolaire
cefc-fleuron-V_Eras_01_Exo_P2-32	vous avez cherché auprès de	vous avez cherché auprès de	[9839, 7304, 6947, 36758]	passé vous chercher à_côté
